UPC	Description	Categories (self defined)	Department	Price	Categories (self defined)	Category Ave Price 
00008981902850	BERINGER CHARD FOUNDERS	WINE BOTTLES	WINE BOTTLES	$8.99 		10.41222222
00008981906008	MERIDIAN CHARDONNAY 98	WINE BOTTLES	WINE BOTTLES	$6.99 		10.41222222
00008981911730	BER STONE CELLRS MERLOT	WINE BOTTLES	WINE BOTTLES	$9.99 		10.41222222
00060311022006	SOLENA PINOT NOIR	WINE BOTTLES	WINE BOTTLES	$23.99 		10.41222222
00067058000417	MCMANIS CABERNET	WINE BOTTLES	WINE BOTTLES	$10.99 		10.41222222
00070906710709	SAN FELICE CHIANTI CLASSICO	WINE BOTTLES	WINE BOTTLES	$15.99 		10.41222222
00076479320130	GARCIA VINHO VERDE	WINE BOTTLES	WINE BOTTLES	$7.49 		10.41222222
00076659200030	CH LA CROIX DE JAUGUE ST EM	WINE BOTTLES	WINE BOTTLES	$19.99 		10.41222222
00078577400095	BENZIGER SYRAH	WINE BOTTLES	WINE BOTTLES	$12.99 		10.41222222
00083402400023	VINA ROBLES CHARD	WINE BOTTLES	WINE BOTTLES	$9.99 		10.41222222
00083916200017	SHINGLEBK BLK BUBBLES	WINE BOTTLES	WINE BOTTLES	$19.99 		10.41222222
00085784600095	WASHINGTON HILLS CHARD	WINE BOTTLES	WINE BOTTLES	$18.99 		10.41222222
00089273500005	SILVER FALLS PINOT NOIR	WINE BOTTLES	WINE BOTTLES	$14.99 		10.41222222
00003400037821	ROLO MINIATURES			$4.69 		$4.69 
